mode,task,trial,success,coder_turns,pass_turn,outcome,elapsed_time
Qwen3-4B-nothink,HumanEval_65,0,True,1,1,pass,2.29
Qwen3-4B-nothink,HumanEval_65,1,True,1,1,pass,2.26
Qwen3-4B-nothink,HumanEval_65,2,True,1,1,pass,2.28
Qwen3-4B-nothink,HumanEval_66,0,True,1,1,pass,1.75
Qwen3-4B-nothink,HumanEval_66,1,True,1,1,pass,1.73
Qwen3-4B-nothink,HumanEval_66,2,True,1,1,pass,1.76
Qwen3-4B-nothink,HumanEval_67,0,True,1,1,pass,3.42
Qwen3-4B-nothink,HumanEval_67,1,True,1,1,pass,3.44
Qwen3-4B-nothink,HumanEval_67,2,True,1,1,pass,3.41
Qwen3-4B-nothink,HumanEval_68,0,True,1,1,pass,4.63
Qwen3-4B-nothink,HumanEval_68,1,True,1,1,pass,4.63
Qwen3-4B-nothink,HumanEval_68,2,True,1,1,pass,4.64
Qwen3-4B-nothink,HumanEval_69,0,True,1,1,pass,2.88
Qwen3-4B-nothink,HumanEval_69,1,True,1,1,pass,2.95
Qwen3-4B-nothink,HumanEval_69,2,True,1,1,pass,2.99
Qwen3-4B-nothink,HumanEval_7,0,True,1,1,pass,1.48
Qwen3-4B-nothink,HumanEval_7,1,True,1,1,pass,1.52
Qwen3-4B-nothink,HumanEval_7,2,True,1,1,pass,1.45
Qwen3-4B-nothink,HumanEval_70,0,True,1,1,pass,2.55
Qwen3-4B-nothink,HumanEval_70,1,True,1,1,pass,2.66
Qwen3-4B-nothink,HumanEval_70,2,True,1,1,pass,2.5
Qwen3-4B-nothink,HumanEval_71,0,True,1,1,pass,3.04
Qwen3-4B-nothink,HumanEval_71,1,True,1,1,pass,2.66
Qwen3-4B-nothink,HumanEval_71,2,True,1,1,pass,3.09
Qwen3-4B-nothink,HumanEval_72,0,True,1,1,pass,3.56
Qwen3-4B-nothink,HumanEval_72,1,True,1,1,pass,3.47
Qwen3-4B-nothink,HumanEval_72,2,True,1,1,pass,3.49
Qwen3-4B-nothink,HumanEval_73,0,True,1,1,pass,2.92
Qwen3-4B-nothink,HumanEval_73,1,True,1,1,pass,2.58
Qwen3-4B-nothink,HumanEval_73,2,True,1,1,pass,3.1
Qwen3-4B-nothink,HumanEval_74,0,True,1,1,pass,3.17
Qwen3-4B-nothink,HumanEval_74,1,True,1,1,pass,3.19
Qwen3-4B-nothink,HumanEval_74,2,True,1,1,pass,3.18
Qwen3-4B-nothink,HumanEval_75,0,True,1,1,pass,3.16
Qwen3-4B-nothink,HumanEval_75,1,True,1,1,pass,3.06
Qwen3-4B-nothink,HumanEval_75,2,False,6,0,fail_after_6_turns,22.58
Qwen3-4B-nothink,HumanEval_76,0,True,1,1,pass,1.44
Qwen3-4B-nothink,HumanEval_76,1,True,1,1,pass,1.39
Qwen3-4B-nothink,HumanEval_76,2,True,1,1,pass,1.43
Qwen3-4B-nothink,HumanEval_77,0,True,2,2,pass,5.21
Qwen3-4B-nothink,HumanEval_77,1,True,2,2,pass,5.14
Qwen3-4B-nothink,HumanEval_77,2,True,2,2,pass,5.01
Qwen3-4B-nothink,HumanEval_78,0,True,1,1,pass,4.05
Qwen3-4B-nothink,HumanEval_78,1,True,1,1,pass,4.3
Qwen3-4B-nothink,HumanEval_78,2,True,1,1,pass,4.03
Qwen3-4B-nothink,HumanEval_79,0,True,1,1,pass,2.41
Qwen3-4B-nothink,HumanEval_79,1,True,1,1,pass,2.56
Qwen3-4B-nothink,HumanEval_79,2,True,1,1,pass,2.57
Qwen3-4B-nothink,HumanEval_8,0,True,1,1,pass,1.93
Qwen3-4B-nothink,HumanEval_8,1,True,1,1,pass,1.85
Qwen3-4B-nothink,HumanEval_8,2,True,1,1,pass,1.86
Qwen3-4B-nothink,HumanEval_80,0,True,1,1,pass,1.51
Qwen3-4B-nothink,HumanEval_80,1,True,1,1,pass,2.27
Qwen3-4B-nothink,HumanEval_80,2,True,1,1,pass,2.28
Qwen3-4B-nothink,HumanEval_81,0,True,2,2,pass,12.52
Qwen3-4B-nothink,HumanEval_81,1,True,3,3,pass,13.29
Qwen3-4B-nothink,HumanEval_81,2,False,6,0,fail_after_6_turns,23.13
Qwen3-4B-nothink,HumanEval_82,0,True,1,1,pass,2.26
Qwen3-4B-nothink,HumanEval_82,1,True,1,1,pass,2.28
Qwen3-4B-nothink,HumanEval_82,2,True,1,1,pass,2.28
Qwen3-4B-nothink,HumanEval_83,0,True,1,1,pass,3.37
Qwen3-4B-nothink,HumanEval_83,1,False,6,0,fail_after_6_turns,27.66
Qwen3-4B-nothink,HumanEval_83,2,True,5,5,pass,16.77
Qwen3-4B-nothink,HumanEval_84,0,True,1,1,pass,2.36
Qwen3-4B-nothink,HumanEval_84,1,True,1,1,pass,2.35
Qwen3-4B-nothink,HumanEval_84,2,True,1,1,pass,2.35
Qwen3-4B-nothink,HumanEval_85,0,True,1,1,pass,1.34
Qwen3-4B-nothink,HumanEval_85,1,True,1,1,pass,1.35
Qwen3-4B-nothink,HumanEval_85,2,True,1,1,pass,1.38
Qwen3-4B-nothink,HumanEval_86,0,True,1,1,pass,2.43
Qwen3-4B-nothink,HumanEval_86,1,True,1,1,pass,2.41
Qwen3-4B-nothink,HumanEval_86,2,True,1,1,pass,2.41
Qwen3-4B-nothink,HumanEval_87,0,True,1,1,pass,3.85
Qwen3-4B-nothink,HumanEval_87,1,True,1,1,pass,3.84
Qwen3-4B-nothink,HumanEval_87,2,True,1,1,pass,3.86
Qwen3-4B-nothink,HumanEval_88,0,True,1,1,pass,3.8
Qwen3-4B-nothink,HumanEval_88,1,True,1,1,pass,3.96
Qwen3-4B-nothink,HumanEval_88,2,True,1,1,pass,3.79
Qwen3-4B-nothink,HumanEval_89,0,False,6,0,fail_after_6_turns,18.98
Qwen3-4B-nothink,HumanEval_89,1,True,4,4,pass,12.41
Qwen3-4B-nothink,HumanEval_89,2,False,6,0,fail_after_6_turns,20.98
Qwen3-4B-nothink,HumanEval_9,0,True,1,1,pass,2.13
Qwen3-4B-nothink,HumanEval_9,1,True,1,1,pass,2.0
Qwen3-4B-nothink,HumanEval_9,2,True,1,1,pass,2.01
Qwen3-4B-nothink,HumanEval_90,0,True,1,1,pass,2.31
Qwen3-4B-nothink,HumanEval_90,1,True,1,1,pass,2.26
Qwen3-4B-nothink,HumanEval_90,2,True,2,2,pass,5.68
Qwen3-4B-nothink,HumanEval_91,0,False,6,0,fail_after_6_turns,16.38
Qwen3-4B-nothink,HumanEval_91,1,False,6,0,fail_after_6_turns,16.03
Qwen3-4B-nothink,HumanEval_91,2,False,6,0,fail_after_6_turns,16.9
Qwen3-4B-nothink,HumanEval_92,0,True,1,1,pass,2.43
Qwen3-4B-nothink,HumanEval_92,1,True,1,1,pass,2.44
Qwen3-4B-nothink,HumanEval_92,2,True,1,1,pass,2.56
Qwen3-4B-nothink,HumanEval_93,0,True,1,1,pass,3.99
Qwen3-4B-nothink,HumanEval_93,1,False,6,0,fail_after_6_turns,23.21
Qwen3-4B-nothink,HumanEval_93,2,False,6,0,fail_after_6_turns,20.86
Qwen3-4B-nothink,HumanEval_94,0,True,1,1,pass,2.43
Qwen3-4B-nothink,HumanEval_94,1,True,1,1,pass,2.44
Qwen3-4B-nothink,HumanEval_94,2,True,1,1,pass,2.43
Qwen3-4B-nothink,HumanEval_95,0,True,2,2,pass,6.2
Qwen3-4B-nothink,HumanEval_95,1,True,2,2,pass,6.63
Qwen3-4B-nothink,HumanEval_95,2,True,2,2,pass,6.6
Qwen3-4B-nothink,HumanEval_96,0,True,1,1,pass,2.98
Qwen3-4B-nothink,HumanEval_96,1,True,1,1,pass,3.02
Qwen3-4B-nothink,HumanEval_96,2,False,6,0,fail_after_6_turns,319.72
Qwen3-4B-nothink,HumanEval_97,0,True,1,1,pass,2.05
Qwen3-4B-nothink,HumanEval_97,1,True,1,1,pass,2.08
Qwen3-4B-nothink,HumanEval_97,2,True,1,1,pass,2.15
Qwen3-4B-nothink,HumanEval_98,0,True,1,1,pass,1.65
Qwen3-4B-nothink,HumanEval_98,1,True,1,1,pass,1.8
Qwen3-4B-nothink,HumanEval_98,2,True,1,1,pass,1.8
Qwen3-4B-nothink,HumanEval_99,0,True,1,1,pass,2.83
Qwen3-4B-nothink,HumanEval_99,1,True,1,1,pass,2.8
Qwen3-4B-nothink,HumanEval_99,2,True,1,1,pass,3.15
Qwen3-4B-think,HumanEval_0,0,True,1,1,pass,27.25
Qwen3-4B-think,HumanEval_0,1,True,1,1,pass,30.7
Qwen3-4B-think,HumanEval_0,2,True,1,1,pass,10.82
Qwen3-4B-think,HumanEval_0,3,True,1,1,pass,16.13
Qwen3-4B-think,HumanEval_0,4,True,1,1,pass,16.63
Qwen3-4B-think,HumanEval_1,0,True,1,1,pass,76.28
Qwen3-4B-think,HumanEval_1,1,True,1,1,pass,88.31
Qwen3-4B-think,HumanEval_1,2,False,1,0,fail_before_6_turns,557.8446757793427
Qwen3-4B-think,HumanEval_1,3,True,1,1,pass,42.96
Qwen3-4B-think,HumanEval_1,4,True,1,1,pass,123.08
Qwen3-4B-think,HumanEval_10,0,True,1,1,pass,18.18
Qwen3-4B-think,HumanEval_10,1,True,2,2,pass,70.46
Qwen3-4B-think,HumanEval_10,2,True,1,1,pass,16.9
Qwen3-4B-think,HumanEval_10,3,True,1,1,pass,16.53
Qwen3-4B-think,HumanEval_10,4,True,1,1,pass,21.29
Qwen3-4B-think,HumanEval_100,0,True,1,1,pass,16.57
Qwen3-4B-think,HumanEval_100,1,True,1,1,pass,13.31
Qwen3-4B-think,HumanEval_100,2,True,1,1,pass,16.3
Qwen3-4B-think,HumanEval_100,3,True,1,1,pass,25.44
Qwen3-4B-think,HumanEval_100,4,True,1,1,pass,20.19
Qwen3-4B-think,HumanEval_101,0,True,1,1,pass,18.33
Qwen3-4B-think,HumanEval_101,1,True,1,1,pass,12.71
Qwen3-4B-think,HumanEval_101,2,True,1,1,pass,11.99
Qwen3-4B-think,HumanEval_101,3,True,1,1,pass,10.26
Qwen3-4B-think,HumanEval_101,4,True,1,1,pass,24.64
Qwen3-4B-think,HumanEval_102,0,True,1,1,pass,49.04
Qwen3-4B-think,HumanEval_102,1,True,1,1,pass,29.58
Qwen3-4B-think,HumanEval_102,2,True,1,1,pass,64.84
Qwen3-4B-think,HumanEval_102,3,True,1,1,pass,17.07
Qwen3-4B-think,HumanEval_102,4,True,1,1,pass,21.6
Qwen3-4B-think,HumanEval_103,0,True,1,1,pass,37.08
Qwen3-4B-think,HumanEval_103,1,True,1,1,pass,18.53
Qwen3-4B-think,HumanEval_103,2,True,1,1,pass,27.52
Qwen3-4B-think,HumanEval_103,3,True,1,1,pass,22.64
Qwen3-4B-think,HumanEval_103,4,True,1,1,pass,24.15
Qwen3-4B-think,HumanEval_104,0,True,1,1,pass,13.48
Qwen3-4B-think,HumanEval_104,1,True,1,1,pass,12.25
Qwen3-4B-think,HumanEval_104,2,True,1,1,pass,13.92
Qwen3-4B-think,HumanEval_104,3,True,1,1,pass,15.97
Qwen3-4B-think,HumanEval_104,4,True,1,1,pass,11.01
Qwen3-4B-think,HumanEval_105,0,True,1,1,pass,16.77
Qwen3-4B-think,HumanEval_105,1,True,1,1,pass,14.63
Qwen3-4B-think,HumanEval_105,2,True,1,1,pass,20.66
Qwen3-4B-think,HumanEval_105,3,True,1,1,pass,60.13
Qwen3-4B-think,HumanEval_105,4,True,1,1,pass,22.21
Qwen3-4B-think,HumanEval_106,0,True,1,1,pass,14.17
Qwen3-4B-think,HumanEval_106,1,True,1,1,pass,22.52
Qwen3-4B-think,HumanEval_106,2,True,1,1,pass,15.18
Qwen3-4B-think,HumanEval_106,3,True,1,1,pass,20.25
Qwen3-4B-think,HumanEval_106,4,True,1,1,pass,16.81
Qwen3-4B-think,HumanEval_107,0,True,1,1,pass,14.83
Qwen3-4B-think,HumanEval_107,1,True,1,1,pass,11.98
Qwen3-4B-think,HumanEval_107,2,True,1,1,pass,11.35
Qwen3-4B-think,HumanEval_107,3,True,1,1,pass,14.42
Qwen3-4B-think,HumanEval_107,4,True,1,1,pass,11.65
Qwen3-4B-think,HumanEval_108,0,True,1,1,pass,88.0
Qwen3-4B-think,HumanEval_108,1,True,1,1,pass,24.7
Qwen3-4B-think,HumanEval_108,2,True,1,1,pass,38.11
Qwen3-4B-think,HumanEval_108,3,True,1,1,pass,43.63
Qwen3-4B-think,HumanEval_108,4,True,1,1,pass,29.69
Qwen3-4B-think,HumanEval_109,0,True,1,1,pass,31.81
Qwen3-4B-think,HumanEval_109,1,True,1,1,pass,59.64
Qwen3-4B-think,HumanEval_109,2,True,1,1,pass,22.47
Qwen3-4B-think,HumanEval_109,3,True,1,1,pass,85.85
Qwen3-4B-think,HumanEval_109,4,True,1,1,pass,40.0
Qwen3-4B-think,HumanEval_11,0,True,1,1,pass,17.2
Qwen3-4B-think,HumanEval_11,1,True,1,1,pass,22.27
Qwen3-4B-think,HumanEval_11,2,True,1,1,pass,19.01
Qwen3-4B-think,HumanEval_11,3,True,1,1,pass,24.55
Qwen3-4B-think,HumanEval_11,4,True,1,1,pass,12.76
Qwen3-4B-think,HumanEval_110,0,True,1,1,pass,17.77
Qwen3-4B-think,HumanEval_110,1,True,1,1,pass,17.84
Qwen3-4B-think,HumanEval_110,2,True,1,1,pass,21.01
Qwen3-4B-think,HumanEval_110,3,True,1,1,pass,22.59
Qwen3-4B-think,HumanEval_110,4,True,1,1,pass,14.72
Qwen3-4B-think,HumanEval_111,0,True,1,1,pass,18.76
Qwen3-4B-think,HumanEval_111,1,True,1,1,pass,13.35
Qwen3-4B-think,HumanEval_111,2,True,1,1,pass,25.87
Qwen3-4B-think,HumanEval_111,3,True,1,1,pass,65.84
Qwen3-4B-think,HumanEval_111,4,True,1,1,pass,13.66
Qwen3-4B-think,HumanEval_112,0,True,1,1,pass,13.78
Qwen3-4B-think,HumanEval_112,1,True,1,1,pass,13.64
Qwen3-4B-think,HumanEval_112,2,True,1,1,pass,11.36
Qwen3-4B-think,HumanEval_112,3,True,1,1,pass,12.45
Qwen3-4B-think,HumanEval_112,4,True,1,1,pass,12.17
Qwen3-4B-think,HumanEval_113,0,False,3,0,fail_before_6_turns,600.0748121738434
Qwen3-4B-think,HumanEval_113,1,True,1,1,pass,36.08
Qwen3-4B-think,HumanEval_113,2,True,1,1,pass,22.81
Qwen3-4B-think,HumanEval_113,3,False,6,0,fail_after_6_turns,353.17
Qwen3-4B-think,HumanEval_113,4,True,1,1,pass,67.39
Qwen3-4B-think,HumanEval_114,0,True,1,1,pass,14.56
Qwen3-4B-think,HumanEval_114,1,True,1,1,pass,14.93
Qwen3-4B-think,HumanEval_114,2,True,1,1,pass,19.91
Qwen3-4B-think,HumanEval_114,3,True,1,1,pass,18.71
Qwen3-4B-think,HumanEval_114,4,True,1,1,pass,14.52
Qwen3-4B-think,HumanEval_115,0,True,1,1,pass,12.82
Qwen3-4B-think,HumanEval_115,1,True,1,1,pass,43.57
Qwen3-4B-think,HumanEval_115,2,True,1,1,pass,14.98
Qwen3-4B-think,HumanEval_115,3,True,1,1,pass,19.64
Qwen3-4B-think,HumanEval_115,4,True,1,1,pass,15.16
Qwen3-4B-think,HumanEval_116,0,True,1,1,pass,102.5
Qwen3-4B-think,HumanEval_116,1,True,1,1,pass,121.8
Qwen3-4B-think,HumanEval_116,2,True,1,1,pass,96.59
Qwen3-4B-think,HumanEval_116,3,True,1,1,pass,100.94
Qwen3-4B-think,HumanEval_116,4,True,1,1,pass,124.5
Qwen3-4B-think,HumanEval_117,0,True,1,1,pass,21.32
Qwen3-4B-think,HumanEval_117,1,True,1,1,pass,20.35
Qwen3-4B-think,HumanEval_117,2,True,1,1,pass,25.61
Qwen3-4B-think,HumanEval_117,3,True,1,1,pass,18.8
Qwen3-4B-think,HumanEval_117,4,True,1,1,pass,21.56
Qwen3-4B-think,HumanEval_118,0,True,1,1,pass,45.29
Qwen3-4B-think,HumanEval_118,1,True,1,1,pass,72.46
Qwen3-4B-think,HumanEval_118,2,True,1,1,pass,65.58
Qwen3-4B-think,HumanEval_118,3,True,1,1,pass,77.42
Qwen3-4B-think,HumanEval_118,4,True,1,1,pass,65.29
Qwen3-4B-think,HumanEval_119,0,True,1,1,pass,103.84
Qwen3-4B-think,HumanEval_119,1,True,1,1,pass,93.1
Qwen3-4B-think,HumanEval_119,2,True,1,1,pass,86.91
Qwen3-4B-think,HumanEval_119,3,True,1,1,pass,38.84
Qwen3-4B-think,HumanEval_119,4,True,1,1,pass,99.06
Qwen3-4B-think,HumanEval_12,0,True,1,1,pass,7.46
Qwen3-4B-think,HumanEval_12,1,True,1,1,pass,24.78
Qwen3-4B-think,HumanEval_12,2,True,1,1,pass,11.97
Qwen3-4B-think,HumanEval_12,3,True,1,1,pass,25.53
Qwen3-4B-think,HumanEval_12,4,True,1,1,pass,11.4
Qwen3-4B-think,HumanEval_120,0,True,1,1,pass,17.36
Qwen3-4B-think,HumanEval_120,1,True,1,1,pass,23.17
Qwen3-4B-think,HumanEval_120,2,True,1,1,pass,17.49
Qwen3-4B-think,HumanEval_120,3,True,1,1,pass,15.17
Qwen3-4B-think,HumanEval_120,4,True,1,1,pass,18.74
Qwen3-4B-think,HumanEval_121,0,True,1,1,pass,10.82
Qwen3-4B-think,HumanEval_121,1,True,1,1,pass,10.32
Qwen3-4B-think,HumanEval_121,2,True,1,1,pass,11.76
Qwen3-4B-think,HumanEval_121,3,True,1,1,pass,10.61
Qwen3-4B-think,HumanEval_121,4,True,1,1,pass,10.49
Qwen3-4B-think,HumanEval_122,0,True,1,1,pass,10.11
Qwen3-4B-think,HumanEval_122,1,True,1,1,pass,14.81
Qwen3-4B-think,HumanEval_122,2,True,1,1,pass,13.76
Qwen3-4B-think,HumanEval_122,3,True,1,1,pass,14.24
Qwen3-4B-think,HumanEval_122,4,True,1,1,pass,13.33
Qwen3-4B-think,HumanEval_123,0,True,1,1,pass,32.96
Qwen3-4B-think,HumanEval_123,1,True,1,1,pass,17.48
Qwen3-4B-think,HumanEval_123,2,True,1,1,pass,29.41
Qwen3-4B-think,HumanEval_123,3,True,1,1,pass,21.08
Qwen3-4B-think,HumanEval_123,4,True,1,1,pass,30.68
Qwen3-4B-think,HumanEval_124,0,True,1,1,pass,24.72
Qwen3-4B-think,HumanEval_124,1,True,1,1,pass,32.42
Qwen3-4B-think,HumanEval_124,2,True,1,1,pass,37.5
Qwen3-4B-think,HumanEval_124,3,True,1,1,pass,32.12
Qwen3-4B-think,HumanEval_124,4,True,1,1,pass,32.76
Qwen3-4B-think,HumanEval_125,0,True,1,1,pass,21.83
Qwen3-4B-think,HumanEval_125,1,True,1,1,pass,26.5
Qwen3-4B-think,HumanEval_125,2,True,1,1,pass,14.15
Qwen3-4B-think,HumanEval_125,3,True,1,1,pass,19.01
Qwen3-4B-think,HumanEval_125,4,True,1,1,pass,18.68
Qwen3-4B-think,HumanEval_126,0,True,1,1,pass,64.54
Qwen3-4B-think,HumanEval_126,1,True,1,1,pass,69.37
Qwen3-4B-think,HumanEval_126,2,True,1,1,pass,49.79
Qwen3-4B-think,HumanEval_126,3,True,2,2,pass,136.91
Qwen3-4B-think,HumanEval_126,4,True,1,1,pass,95.88
Qwen3-4B-think,HumanEval_127,0,True,1,1,pass,36.04
Qwen3-4B-think,HumanEval_127,1,True,1,1,pass,25.21
Qwen3-4B-think,HumanEval_127,2,True,1,1,pass,23.54
Qwen3-4B-think,HumanEval_127,3,True,1,1,pass,32.58
Qwen3-4B-think,HumanEval_127,4,True,1,1,pass,33.71
Qwen3-4B-think,HumanEval_128,0,True,1,1,pass,17.1
Qwen3-4B-think,HumanEval_128,1,True,1,1,pass,21.02
Qwen3-4B-think,HumanEval_128,2,True,1,1,pass,19.2
Qwen3-4B-think,HumanEval_128,3,True,1,1,pass,19.86
Qwen3-4B-think,HumanEval_128,4,True,1,1,pass,19.53
Qwen3-4B-think,HumanEval_129,0,True,1,1,pass,77.43
Qwen3-4B-think,HumanEval_129,1,True,1,1,pass,51.87
Qwen3-4B-think,HumanEval_129,2,True,1,1,pass,118.13
Qwen3-4B-think,HumanEval_129,3,True,1,1,pass,84.43
Qwen3-4B-think,HumanEval_129,4,True,1,1,pass,73.24
Qwen3-4B-think,HumanEval_13,0,True,1,1,pass,13.01
Qwen3-4B-think,HumanEval_13,1,True,1,1,pass,17.04
Qwen3-4B-think,HumanEval_13,2,True,1,1,pass,15.15
Qwen3-4B-think,HumanEval_13,3,True,1,1,pass,15.89
Qwen3-4B-think,HumanEval_13,4,True,1,1,pass,13.77
Qwen3-4B-think,HumanEval_130,0,True,1,1,pass,56.57
Qwen3-4B-think,HumanEval_130,1,False,6,0,fail_after_6_turns,434.06
Qwen3-4B-think,HumanEval_130,2,True,1,1,pass,108.49
Qwen3-4B-think,HumanEval_130,3,True,1,1,pass,65.78
Qwen3-4B-think,HumanEval_130,4,True,1,1,pass,111.23
Qwen3-4B-think,HumanEval_131,0,True,2,2,pass,40.57
Qwen3-4B-think,HumanEval_131,1,True,1,1,pass,11.98
Qwen3-4B-think,HumanEval_131,2,True,2,2,pass,26.73
Qwen3-4B-think,HumanEval_131,3,True,1,1,pass,13.78
Qwen3-4B-think,HumanEval_131,4,True,2,2,pass,29.43
Qwen3-4B-think,HumanEval_132,0,False,6,0,fail_after_6_turns,274.38
Qwen3-4B-think,HumanEval_132,1,False,3,0,fail_before_6_turns,600.0722737312317
Qwen3-4B-think,HumanEval_132,2,True,2,2,pass,107.4
Qwen3-4B-think,HumanEval_132,3,False,4,0,fail_before_6_turns,600.0757474899292
Qwen3-4B-think,HumanEval_132,4,False,6,0,fail_after_6_turns,295.4
Qwen3-4B-think,HumanEval_133,0,True,1,1,pass,12.91
Qwen3-4B-think,HumanEval_133,1,True,1,1,pass,29.91
Qwen3-4B-think,HumanEval_133,2,True,1,1,pass,14.62
Qwen3-4B-think,HumanEval_133,3,True,1,1,pass,9.94
Qwen3-4B-think,HumanEval_133,4,True,1,1,pass,13.69
Qwen3-4B-think,HumanEval_134,0,False,1,0,fail_before_6_turns,557.8591861724854
Qwen3-4B-think,HumanEval_134,1,False,1,0,fail_before_6_turns,557.3032534122467
Qwen3-4B-think,HumanEval_134,2,False,1,0,fail_before_6_turns,557.2529487609863
Qwen3-4B-think,HumanEval_134,3,False,1,0,fail_before_6_turns,557.2117006778717
Qwen3-4B-think,HumanEval_134,4,False,1,0,fail_before_6_turns,557.3772296905518
Qwen3-4B-think,HumanEval_135,0,True,1,1,pass,15.95
Qwen3-4B-think,HumanEval_135,1,True,1,1,pass,12.29
Qwen3-4B-think,HumanEval_135,2,True,1,1,pass,11.51
Qwen3-4B-think,HumanEval_135,3,True,1,1,pass,13.96
Qwen3-4B-think,HumanEval_135,4,True,1,1,pass,12.41
Qwen3-4B-think,HumanEval_136,0,True,1,1,pass,12.2
Qwen3-4B-think,HumanEval_136,1,True,1,1,pass,12.46
Qwen3-4B-think,HumanEval_136,2,True,1,1,pass,10.92
Qwen3-4B-think,HumanEval_136,3,True,1,1,pass,11.66
Qwen3-4B-think,HumanEval_136,4,True,1,1,pass,10.37
Qwen3-4B-think,HumanEval_137,0,True,1,1,pass,21.45
Qwen3-4B-think,HumanEval_137,1,True,1,1,pass,29.88
Qwen3-4B-think,HumanEval_137,2,True,1,1,pass,23.64
Qwen3-4B-think,HumanEval_137,3,True,1,1,pass,24.17
Qwen3-4B-think,HumanEval_137,4,True,1,1,pass,17.03
Qwen3-4B-think,HumanEval_138,0,True,1,1,pass,14.52
Qwen3-4B-think,HumanEval_138,1,True,1,1,pass,19.02
Qwen3-4B-think,HumanEval_138,2,True,1,1,pass,14.73
Qwen3-4B-think,HumanEval_138,3,True,1,1,pass,13.92
Qwen3-4B-think,HumanEval_138,4,True,1,1,pass,10.87
Qwen3-4B-think,HumanEval_139,0,True,1,1,pass,15.85
Qwen3-4B-think,HumanEval_139,1,True,1,1,pass,15.41
Qwen3-4B-think,HumanEval_139,2,True,1,1,pass,16.81
Qwen3-4B-think,HumanEval_139,3,True,1,1,pass,16.78
Qwen3-4B-think,HumanEval_139,4,True,1,1,pass,15.7
Qwen3-4B-think,HumanEval_14,0,True,1,1,pass,6.39
Qwen3-4B-think,HumanEval_14,1,True,1,1,pass,9.14
Qwen3-4B-think,HumanEval_14,2,True,1,1,pass,9.49
Qwen3-4B-think,HumanEval_14,3,True,1,1,pass,6.89
Qwen3-4B-think,HumanEval_14,4,True,1,1,pass,7.26
Qwen3-4B-think,HumanEval_140,0,True,1,1,pass,37.33
Qwen3-4B-think,HumanEval_140,1,True,1,1,pass,42.96
Qwen3-4B-think,HumanEval_140,2,True,1,1,pass,36.41
Qwen3-4B-think,HumanEval_140,3,False,6,0,fail_after_6_turns,235.45
Qwen3-4B-think,HumanEval_140,4,False,6,0,fail_after_6_turns,210.94
Qwen3-4B-think,HumanEval_141,0,True,1,1,pass,30.96
Qwen3-4B-think,HumanEval_141,1,True,1,1,pass,28.82
Qwen3-4B-think,HumanEval_141,2,True,1,1,pass,23.72
Qwen3-4B-think,HumanEval_141,3,True,1,1,pass,25.88
Qwen3-4B-think,HumanEval_141,4,True,1,1,pass,21.46
Qwen3-4B-think,HumanEval_142,0,True,1,1,pass,33.88
Qwen3-4B-think,HumanEval_142,1,True,1,1,pass,13.32
Qwen3-4B-think,HumanEval_142,2,True,1,1,pass,26.62
Qwen3-4B-think,HumanEval_142,3,True,1,1,pass,14.94
Qwen3-4B-think,HumanEval_142,4,True,1,1,pass,15.87
Qwen3-4B-think,HumanEval_143,0,True,1,1,pass,16.41
Qwen3-4B-think,HumanEval_143,1,True,1,1,pass,17.83
Qwen3-4B-think,HumanEval_143,2,True,1,1,pass,12.37
Qwen3-4B-think,HumanEval_143,3,True,1,1,pass,12.1
Qwen3-4B-think,HumanEval_143,4,True,1,1,pass,16.06
Qwen3-4B-think,HumanEval_144,0,True,1,1,pass,18.22
Qwen3-4B-think,HumanEval_144,1,True,1,1,pass,25.87
Qwen3-4B-think,HumanEval_144,2,True,1,1,pass,18.74
Qwen3-4B-think,HumanEval_144,3,True,1,1,pass,11.9
Qwen3-4B-think,HumanEval_144,4,True,1,1,pass,24.83
Qwen3-4B-think,HumanEval_145,0,False,6,0,fail_after_6_turns,385.98
Qwen3-4B-think,HumanEval_145,1,False,4,0,fail_before_6_turns,600.0720217227936
Qwen3-4B-think,HumanEval_145,2,False,6,0,fail_after_6_turns,377.01
Qwen3-4B-think,HumanEval_145,3,False,6,0,fail_after_6_turns,332.52
Qwen3-4B-think,HumanEval_145,4,False,6,0,fail_after_6_turns,559.83
Qwen3-4B-think,HumanEval_146,0,True,1,1,pass,19.61
Qwen3-4B-think,HumanEval_146,1,True,1,1,pass,20.79
Qwen3-4B-think,HumanEval_146,2,True,1,1,pass,19.86
Qwen3-4B-think,HumanEval_146,3,True,1,1,pass,23.69
Qwen3-4B-think,HumanEval_146,4,True,1,1,pass,20.12
Qwen3-4B-think,HumanEval_147,0,True,1,1,pass,86.58
Qwen3-4B-think,HumanEval_147,1,True,1,1,pass,33.52
Qwen3-4B-think,HumanEval_147,2,True,1,1,pass,43.78
Qwen3-4B-think,HumanEval_147,3,True,1,1,pass,65.32
Qwen3-4B-think,HumanEval_147,4,True,1,1,pass,65.95
Qwen3-4B-think,HumanEval_148,0,True,1,1,pass,19.09
Qwen3-4B-think,HumanEval_148,1,True,1,1,pass,23.52
Qwen3-4B-think,HumanEval_148,2,True,1,1,pass,28.82
Qwen3-4B-think,HumanEval_148,3,True,1,1,pass,24.53
Qwen3-4B-think,HumanEval_148,4,True,1,1,pass,22.66
Qwen3-4B-think,HumanEval_149,0,True,1,1,pass,20.01
Qwen3-4B-think,HumanEval_149,1,True,1,1,pass,18.04
